Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Admission grade,Previous qualification (grade),Scholarship holder,Tuition fees up to date,Debtor,Age at enrollment,Gender,International,Previous qualification,Application mode,Daytime/evening attendance,Displaced,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Marital status,Application order,Course,1st_sem_success_rate,2nd_sem_success_rate,academic_potential,age_group,Target
8,13.05375,8,13.05375,129.8,151.0,0,1,0,18,1,0,1,1,1,1,8,10,8,10,1,3,9500,1.0,1.0,140.4,17-20,Graduate
6,12.035714285714286,7,13.75,118.1,130.0,0,1,0,18,1,0,1,1,1,1,7,10,8,9,1,3,9500,0.8571428571428571,0.875,124.05,17-20,Enrolled
6,14.166666666666666,6,13.833333333333334,130.0,140.0,0,1,0,27,1,0,1,39,1,0,6,6,6,7,1,1,9003,1.0,1.0,135.0,26-30,Graduate
0,7.399999999999999,0,6.874999999999999,126.3,133.1,0,0,0,34,1,0,19,39,1,0,6,6,6,8,2,1,9070,0.0,0.0,129.7,30+,Dropout
5,13.6,3,12.666666666666666,137.8,146.0,0,1,0,18,1,0,1,18,1,0,6,11,6,13,1,1,9130,0.8333333333333334,0.5,141.9,17-20,Dropout
5,12.2,2,12.0,116.1,122.0,0,1,0,19,1,0,1,17,1,1,6,7,6,12,1,3,9254,0.8333333333333334,0.3333333333333333,119.05,17-20,Enrolled
6,13.714285714285714,5,13.333333333333334,115.4,121.0,0,1,0,18,1,0,1,1,1,1,6,8,6,7,1,1,9130,1.0,0.8333333333333334,118.2,17-20,Dropout
3,11.666666666666666,2,10.0,110.0,127.0,0,0,1,19,1,0,1,43,1,0,6,10,6,11,1,1,9773,0.5,0.3333333333333333,118.5,17-20,Dropout
1,14.0,0,6.874999999999999,97.4,133.1,0,0,1,34,1,0,1,39,1,0,6,9,6,6,1,1,9670,0.1666666666666666,0.0,115.25,30+,Dropout
4,12.5,3,10.0,130.0,130.0,0,1,0,26,1,0,39,44,1,1,6,16,6,16,1,1,9085,0.6666666666666666,0.5,130.0,26-30,Dropout
5,11.833333333333334,4,11.5,156.0,156.0,0,0,1,24,1,0,1,43,1,0,6,11,6,11,1,1,9130,0.8333333333333334,0.6666666666666666,156.0,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,126.1,130.0,0,0,0,27,1,0,1,39,1,1,6,6,6,8,1,1,9003,0.0,0.0,128.05,26-30,Dropout
0,7.399999999999999,0,6.874999999999999,120.0,110.0,0,0,1,27,1,0,1,39,1,0,6,0,6,0,1,1,9003,0.0,0.0,115.0,26-30,Dropout
10,11.538461538461538,10,12.4,105.2,108.0,0,1,0,25,1,0,1,43,1,1,10,16,10,15,1,1,9070,1.0,1.0,106.6,21-25,Dropout
7,11.285714285714286,4,12.25,120.0,120.0,0,1,0,21,1,0,1,44,1,1,9,14,8,15,1,1,9003,0.7777777777777778,0.5,120.0,21-25,Enrolled
0,7.399999999999999,0,6.874999999999999,137.8,150.0,1,1,0,19,1,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,143.9,17-20,Graduate
5,11.8,4,12.0,134.2,152.0,0,1,0,20,1,0,1,17,1,1,6,7,6,9,1,2,9070,0.8333333333333334,0.6666666666666666,143.1,17-20,Enrolled
0,7.399999999999999,2,10.5,150.0,150.0,0,1,0,20,1,0,39,44,1,0,5,16,5,12,1,1,9119,0.0,0.4,150.0,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,116.0,123.0,0,0,1,20,1,0,1,17,1,1,5,5,5,5,1,3,9119,0.0,0.0,119.5,17-20,Dropout
5,14.2,5,14.2,143.4,150.0,1,0,0,18,1,0,1,1,1,0,5,5,5,5,1,1,9119,1.0,1.0,146.7,17-20,Enrolled
10,12.7,10,12.272727272727272,143.6,145.0,0,1,1,19,1,0,1,17,1,0,10,12,10,16,1,1,8378,1.0,1.0,144.3,17-20,Enrolled
3,12.666666666666666,0,6.874999999999999,150.0,150.0,0,0,0,22,0,0,39,44,1,1,6,10,6,7,1,1,9130,0.5,0.0,150.0,21-25,Dropout
6,14.428571428571429,6,15.0,118.0,125.0,0,1,0,19,0,0,1,1,1,1,6,7,6,8,1,3,9670,1.0,1.0,121.5,17-20,Graduate
7,13.117142857142856,7,12.6,109.3,117.0,1,1,0,18,0,0,1,1,1,1,7,7,8,9,1,3,9500,1.0,0.875,113.15,17-20,Graduate
6,12.666666666666666,6,11.833333333333334,119.3,121.0,0,1,1,20,0,0,1,1,1,1,6,7,6,7,1,2,9238,1.0,1.0,120.15,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,146.3,140.0,1,1,0,18,0,1,1,17,1,1,2,0,2,0,1,1,8378,0.0,0.0,143.15,17-20,Dropout
6,15.285714285714286,6,16.5,160.15000000000003,130.0,0,1,0,34,1,0,1,39,1,0,6,7,6,6,1,1,9773,1.0,1.0,145.07500000000002,30+,Graduate
3,10.5,4,11.25,140.0,140.0,0,1,1,19,1,1,1,15,1,0,5,12,5,8,1,1,9147,0.6,0.8,140.0,17-20,Graduate
10,12.636363636363637,9,12.6,142.2,140.0,1,1,0,21,1,0,42,53,1,0,10,11,9,11,1,1,9147,1.0,1.0,141.1,21-25,Graduate
0,7.399999999999999,0,6.874999999999999,129.2,140.0,0,1,0,26,0,0,1,1,1,1,5,6,5,0,1,1,9147,0.0,0.0,134.6,26-30,Dropout
3,14.333333333333334,1,14.0,100.0,140.0,0,0,1,29,0,1,1,39,1,0,9,9,7,8,1,1,9003,0.3333333333333333,0.1428571428571428,120.0,26-30,Dropout
8,15.125,6,13.666666666666666,160.15000000000003,162.5,0,0,0,26,1,0,39,44,1,0,8,14,6,12,1,1,9254,1.0,1.0,161.32500000000002,26-30,Enrolled
0,7.399999999999999,0,6.874999999999999,140.0,140.0,0,1,0,27,1,0,3,7,1,0,7,0,8,0,1,1,9500,0.0,0.0,140.0,26-30,Dropout
3,12.0,3,10.333333333333334,115.2,116.0,0,1,1,32,1,0,1,51,1,0,7,16,8,10,1,1,9147,0.4285714285714285,0.375,115.6,30+,Enrolled
4,14.25,5,12.0,121.4,134.0,1,1,0,23,0,0,1,16,1,1,6,10,6,8,1,3,9853,0.6666666666666666,0.8333333333333334,127.7,21-25,Enrolled
2,10.5,4,10.0,134.8,133.1,0,1,0,24,0,1,1,39,1,0,5,12,5,9,1,1,9147,0.4,0.8,133.95,21-25,Enrolled
6,13.5,6,14.428571428571429,136.9,140.0,1,1,0,19,0,0,1,1,1,1,6,7,6,7,1,2,9773,1.0,1.0,138.45,17-20,Graduate
5,11.666666666666666,4,12.0,140.0,140.0,0,1,0,25,1,0,1,42,1,1,6,14,6,11,1,1,9003,0.8333333333333334,0.6666666666666666,140.0,21-25,Enrolled
5,10.8,3,10.0,112.2,108.0,0,1,0,19,1,0,1,17,1,1,6,13,6,12,1,3,9254,0.8333333333333334,0.5,110.1,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,148.7,149.0,0,0,0,20,1,0,1,1,1,0,4,4,4,8,1,3,9773,0.0,0.0,148.85,17-20,Dropout
9,12.8,7,11.428571428571429,133.0,140.0,0,1,0,33,1,0,1,1,1,0,9,11,7,9,2,1,9254,1.0,1.0,136.5,30+,Graduate
5,10.8,5,12.0,150.0,140.0,0,1,1,34,1,0,1,39,0,0,5,6,5,7,2,1,9991,1.0,1.0,145.0,30+,Dropout
4,11.4,4,11.0,98.0,133.1,0,1,0,23,1,0,1,1,1,1,5,8,5,7,1,1,9147,0.8,0.8,115.55,21-25,Graduate
7,13.725714285714286,8,14.5,122.4,125.0,0,1,0,19,1,0,1,1,1,1,7,7,8,8,1,1,9500,1.0,1.0,123.7,17-20,Graduate
5,12.8,5,12.25,139.0,133.1,0,1,0,21,1,0,1,1,1,0,6,6,6,9,1,1,9670,0.8333333333333334,0.8333333333333334,136.05,21-25,Enrolled
6,13.5,6,11.166666666666666,112.0,133.1,1,1,0,21,1,0,1,1,1,1,6,6,6,6,1,3,9070,1.0,1.0,122.55,21-25,Graduate
7,15.57,7,15.57,143.8,130.0,0,1,0,27,1,0,1,39,1,0,8,8,8,8,1,1,9500,0.875,0.875,136.9,26-30,Dropout
4,11.0,2,12.0,116.1,122.0,0,1,1,19,1,0,1,17,1,1,5,10,5,13,1,3,9147,0.8,0.4,119.05,17-20,Enrolled
7,14.114285714285714,8,15.91111111111111,138.0,140.0,0,1,0,28,1,0,3,7,1,0,7,7,8,9,1,2,9500,1.0,1.0,139.0,26-30,Dropout
3,11.0,4,11.5,110.0,123.0,0,1,0,25,1,0,1,43,1,0,5,12,5,12,1,1,9147,0.6,0.8,116.5,21-25,Enrolled
0,7.399999999999999,0,6.874999999999999,103.5,133.1,0,1,0,34,1,0,19,39,1,0,6,0,6,0,2,1,9238,0.0,0.0,118.3,30+,Dropout
4,13.5,4,13.75,140.0,140.0,0,1,0,27,1,0,3,7,0,0,5,6,5,6,1,1,9991,0.8,0.8,140.0,26-30,Graduate
4,11.25,0,6.874999999999999,108.7,116.0,0,1,0,23,1,0,1,1,1,1,6,9,6,10,1,1,9070,0.6666666666666666,0.0,112.35,21-25,Dropout
6,12.142857142857142,6,11.333333333333334,115.9,118.0,1,1,0,18,1,0,1,17,1,1,6,7,6,8,1,3,9254,1.0,1.0,116.95,17-20,Graduate
7,13.075714285714286,7,13.075714285714286,127.3,140.0,0,1,0,26,1,0,1,39,1,0,8,8,8,8,2,1,9500,0.875,0.875,133.65,26-30,Graduate
0,7.399999999999999,0,6.874999999999999,138.7,146.0,0,1,0,18,1,0,1,1,1,0,5,0,5,0,1,3,9147,0.0,0.0,142.35,17-20,Dropout
3,11.0,2,13.5,135.8,150.0,0,1,1,29,1,0,1,39,0,0,5,9,5,11,1,1,9991,0.6,0.4,142.9,26-30,Dropout
0,7.399999999999999,0,6.874999999999999,134.6,137.0,0,1,0,22,1,0,1,17,1,1,6,16,6,7,1,1,9085,0.0,0.0,135.8,21-25,Dropout
4,13.125,6,12.333333333333334,118.4,136.0,0,1,0,21,0,0,1,43,1,1,7,12,7,8,1,1,9500,0.5714285714285714,0.8571428571428571,127.2,21-25,Enrolled
7,13.512857142857142,7,13.512857142857142,132.8,134.0,1,1,0,19,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,133.4,17-20,Graduate
6,12.833333333333334,6,12.166666666666666,155.5,160.0,1,1,0,18,0,0,1,1,1,1,6,7,6,6,1,1,9238,1.0,1.0,157.75,17-20,Graduate
3,15.0,3,11.666666666666666,132.0,126.0,1,1,0,18,0,0,1,1,1,1,5,8,5,9,1,3,9085,0.6,0.6,129.0,17-20,Dropout
5,12.8,3,13.333333333333334,110.0,133.1,0,0,1,34,0,0,19,39,1,0,6,12,6,16,1,1,9003,0.8333333333333334,0.5,121.55,30+,Dropout
3,12.333333333333334,0,6.874999999999999,127.3,114.0,0,0,1,20,0,1,1,17,1,1,6,14,6,16,1,3,9254,0.5,0.0,120.65,17-20,Dropout
5,12.288,5,12.288,126.0,139.0,0,1,0,18,1,0,1,1,1,1,8,15,8,15,1,3,9500,0.625,0.625,132.5,17-20,Dropout
10,12.333333333333334,7,13.285714285714286,130.0,130.0,0,1,0,31,1,0,3,43,0,0,10,16,10,13,1,2,8378,1.0,0.7,130.0,30+,Graduate
4,11.5,5,12.8,118.8,131.0,1,1,0,18,1,0,1,1,1,0,5,9,5,5,1,2,9147,0.8,1.0,124.9,17-20,Graduate
6,11.833333333333334,4,11.142857142857142,127.6,130.0,0,1,0,22,1,0,1,43,1,1,6,6,6,11,1,2,9670,1.0,0.6666666666666666,128.8,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,112.1,133.1,0,0,1,34,1,0,19,51,1,0,5,5,5,5,1,1,9147,0.0,0.0,122.6,30+,Dropout
0,7.399999999999999,0,6.874999999999999,130.0,130.0,0,1,0,33,1,0,3,43,0,0,5,5,5,5,1,1,9991,0.0,0.0,130.0,30+,Dropout
5,11.8,3,11.5,111.1,117.0,1,1,0,19,1,0,1,1,1,0,5,10,5,12,1,3,9119,1.0,0.6,114.05,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,121.4,127.0,0,1,0,18,1,0,1,17,1,0,6,0,6,0,1,1,9670,0.0,0.0,124.2,17-20,Dropout
5,12.2,4,12.0,126.8,131.0,1,0,0,18,1,0,1,1,1,0,5,6,5,8,1,3,9119,1.0,0.8,128.9,17-20,Enrolled
6,12.333333333333334,5,13.0,120.6,134.0,0,1,0,27,1,0,1,51,0,1,6,6,5,5,1,1,9991,1.0,1.0,127.3,26-30,Graduate
6,12.428571428571429,6,12.833333333333334,126.5,130.0,0,1,0,26,1,0,1,39,1,0,6,7,6,6,1,1,9254,1.0,1.0,128.25,26-30,Graduate
7,12.765714285714289,8,13.544444444444444,120.2,127.0,1,1,0,19,0,0,1,1,1,1,7,7,8,9,1,3,9500,1.0,1.0,123.6,17-20,Graduate
5,12.1,5,12.6,120.0,130.0,0,1,0,34,1,0,1,51,1,0,7,11,7,10,2,1,9500,0.7142857142857143,0.7142857142857143,125.0,30+,Dropout
5,12.0,5,11.5,137.5,142.0,0,1,0,19,1,0,1,1,1,1,5,10,5,9,1,2,9147,1.0,1.0,139.75,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,127.9,117.0,0,1,0,20,1,0,1,18,1,1,6,6,6,6,1,1,9070,0.0,0.0,122.45,17-20,Dropout
6,14.88888888888889,6,13.727272727272728,140.0,133.1,0,1,1,24,1,0,19,39,1,0,6,10,6,11,1,1,9003,1.0,1.0,136.55,21-25,Enrolled
10,11.357142857142858,12,12.0,131.8,162.5,0,1,0,31,0,0,1,43,0,0,10,16,10,14,4,1,9991,1.0,1.2,147.15,30+,Graduate
6,13.5,6,12.5,129.0,130.0,0,1,0,25,0,0,1,43,1,1,6,6,6,6,1,1,9070,1.0,1.0,129.5,21-25,Graduate
0,7.399999999999999,0,6.874999999999999,115.8,127.0,0,0,1,19,0,0,1,17,1,1,6,6,6,0,1,3,9773,0.0,0.0,121.4,17-20,Dropout
7,13.884285714285712,8,14.75,126.4,140.0,0,1,0,18,0,0,1,17,1,1,7,7,8,9,1,3,9500,1.0,1.0,133.2,17-20,Dropout
5,13.0,3,11.666666666666666,130.0,130.0,0,0,0,19,0,0,1,43,1,1,6,12,6,12,1,1,9085,0.8333333333333334,0.5,130.0,17-20,Enrolled
4,12.65,5,11.1,114.8,122.0,1,1,0,19,0,0,1,1,1,1,7,11,7,9,1,3,9500,0.5714285714285714,0.7142857142857143,118.4,17-20,Enrolled
1,11.0,0,6.874999999999999,138.6,162.0,0,1,0,19,0,0,1,17,1,1,5,10,5,13,1,1,9147,0.2,0.0,150.3,17-20,Enrolled
2,11.666666666666666,2,10.5,112.9,133.1,0,1,0,24,0,0,1,39,1,0,6,12,6,16,1,1,9670,0.3333333333333333,0.3333333333333333,123.0,21-25,Dropout
6,14.5,6,12.666666666666666,111.6,120.0,0,1,0,20,0,0,1,1,1,0,6,6,6,6,1,1,9238,1.0,1.0,115.8,17-20,Graduate
6,14.714285714285714,6,14.166666666666666,152.0,160.0,0,1,0,18,0,0,1,17,1,0,6,7,6,7,1,1,9254,1.0,1.0,156.0,17-20,Graduate
6,13.285714285714286,6,14.333333333333334,132.6,141.0,1,1,0,18,0,0,1,1,1,0,6,7,6,6,1,1,9238,1.0,1.0,136.8,17-20,Graduate
3,11.333333333333334,2,10.5,118.4,125.0,0,1,0,21,0,0,1,17,1,1,5,13,5,12,1,1,9085,0.6,0.4,121.7,21-25,Enrolled
0,7.399999999999999,0,6.874999999999999,120.0,120.0,0,0,1,28,0,0,3,7,1,0,7,7,7,7,1,1,9500,0.0,0.0,120.0,26-30,Dropout
4,11.571428571428571,5,12.0,122.1,128.0,1,1,0,18,0,0,1,1,1,0,5,11,5,9,1,1,9147,0.8,1.0,125.05,17-20,Enrolled
5,13.0,4,11.5,142.8,162.0,0,1,1,18,0,0,1,1,1,0,6,10,6,10,1,1,9853,0.8333333333333334,0.6666666666666666,152.4,17-20,Dropout
6,11.5,5,14.0,124.8,130.0,1,1,0,18,0,0,1,1,1,0,6,9,6,11,1,1,9238,1.0,0.8333333333333334,127.4,17-20,Graduate
5,11.8,5,11.6,126.3,134.0,1,1,0,18,0,0,1,17,1,1,5,8,5,10,1,2,9147,1.0,1.0,130.15,17-20,Graduate
3,10.666666666666666,3,12.285714285714286,119.0,133.1,1,0,0,19,0,0,1,1,1,1,5,7,5,10,1,1,9147,0.6,0.6,126.05,17-20,Dropout
6,13.8875,8,14.864444444444445,124.9,137.0,1,1,0,19,0,0,1,17,1,0,7,11,8,9,1,1,9500,0.8571428571428571,1.0,130.95,17-20,Graduate
5,11.4,6,11.5,118.0,133.1,1,1,1,20,0,0,1,1,1,0,6,7,6,9,1,1,9238,0.8333333333333334,1.0,125.55,17-20,Graduate
9,12.333333333333334,7,12.142857142857142,100.0,110.0,0,1,0,34,0,0,1,43,0,0,10,16,7,12,2,1,8378,0.9,1.0,105.0,30+,Graduate
5,12.16,5,12.16,109.0,133.1,0,1,0,34,0,0,1,39,1,1,7,8,7,8,2,1,9500,0.7142857142857143,0.7142857142857143,121.05,30+,Enrolled
8,13.427499999999998,8,13.427499999999998,130.8,133.0,0,1,0,19,0,0,1,17,1,1,8,8,8,8,1,3,9500,1.0,1.0,131.9,17-20,Graduate
6,15.166666666666666,2,15.5,110.0,130.0,0,1,0,24,0,0,1,39,1,1,6,6,6,6,1,1,9070,1.0,0.3333333333333333,120.0,21-25,Graduate
0,7.399999999999999,0,6.874999999999999,151.0,151.0,0,1,0,18,0,1,1,10,1,1,6,12,6,0,1,1,9773,0.0,0.0,151.0,17-20,Dropout
2,10.5,0,6.874999999999999,131.0,125.0,0,1,0,19,1,0,1,17,1,1,5,11,5,9,1,1,9130,0.4,0.0,128.0,17-20,Dropout
5,11.8,3,11.0,155.2,158.0,1,1,0,18,1,0,1,1,1,0,5,5,5,8,1,1,9147,1.0,0.6,156.6,17-20,Graduate
5,13.2,5,11.4,121.0,128.0,0,1,1,20,1,0,1,1,1,1,5,6,5,10,1,2,9147,1.0,1.0,124.5,17-20,Enrolled
7,13.075,8,12.36111111111111,119.7,133.0,0,1,1,19,1,0,1,1,1,1,7,8,8,11,1,3,9500,1.0,1.0,126.35,17-20,Graduate
4,11.6,2,13.0,131.0,138.0,0,1,0,19,1,0,1,1,1,1,6,8,6,14,1,1,9130,0.6666666666666666,0.3333333333333333,134.5,17-20,Dropout
6,13.666666666666666,4,12.25,116.9,126.0,0,1,0,19,1,0,1,17,1,0,6,10,6,10,1,1,9003,1.0,0.6666666666666666,121.45,17-20,Dropout
4,10.75,2,10.0,130.0,140.0,0,1,0,34,1,0,1,39,0,1,5,9,5,7,2,1,9991,0.8,0.4,135.0,30+,Dropout
6,13.492857142857144,8,12.68888888888889,137.8,143.0,0,1,0,19,1,0,1,1,1,0,7,10,8,9,1,2,9500,0.8571428571428571,1.0,140.4,17-20,Graduate
3,12.5,4,11.0,122.1,135.0,0,1,0,19,1,0,1,43,1,0,6,14,6,9,1,3,9254,0.5,0.6666666666666666,128.55,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,120.0,120.0,0,0,0,23,1,0,3,7,1,1,7,0,8,0,1,1,9500,0.0,0.0,120.0,21-25,Dropout
5,13.285714285714286,5,14.8,133.0,148.0,0,1,0,18,1,0,1,1,1,0,5,12,5,16,1,1,9119,1.0,1.0,140.5,17-20,Dropout
5,12.6,5,11.8,115.2,126.0,0,1,0,19,1,0,1,1,1,0,5,6,5,13,1,1,9147,1.0,1.0,120.6,17-20,Graduate
6,14.0,6,14.666666666666666,160.0,160.0,0,1,0,20,1,0,39,44,1,1,6,7,6,7,1,1,9003,1.0,1.0,160.0,17-20,Graduate
2,11.5,2,10.5,106.3,140.0,0,0,1,34,1,0,1,39,1,0,5,7,5,8,1,1,9085,0.4,0.4,123.15,30+,Dropout
0,7.399999999999999,0,6.874999999999999,103.0,133.1,0,0,0,34,1,0,19,39,1,0,6,6,6,9,4,2,9670,0.0,0.0,118.05,30+,Dropout
6,11.833333333333334,6,12.875,136.0,136.0,1,0,1,19,0,0,1,1,1,1,6,6,6,8,1,1,9070,1.0,1.0,136.0,17-20,Graduate
5,11.5,5,12.4,146.5,150.0,0,0,1,22,1,1,1,15,1,1,6,10,6,8,1,1,9238,0.8333333333333334,0.8333333333333334,148.25,21-25,Graduate
6,14.166666666666666,6,12.333333333333334,131.4,130.0,0,1,0,20,1,0,1,17,1,0,6,6,6,8,1,3,9070,1.0,1.0,130.7,17-20,Graduate
2,12.5,2,12.5,130.0,130.0,0,1,0,27,1,0,1,42,0,0,2,2,5,6,2,1,9991,1.0,0.4,130.0,26-30,Enrolled
0,7.399999999999999,0,6.874999999999999,137.0,110.0,0,1,1,30,1,0,1,39,1,0,5,5,5,5,2,1,9119,0.0,0.0,123.5,26-30,Dropout
0,7.399999999999999,1,11.0,125.9,110.0,0,1,0,34,1,0,1,39,1,0,5,7,5,8,1,1,9119,0.0,0.2,117.95,30+,Enrolled
2,10.5,0,6.874999999999999,111.9,121.0,0,0,0,20,1,0,1,1,1,1,6,14,6,16,1,1,9254,0.3333333333333333,0.0,116.45,17-20,Dropout
6,11.833333333333334,6,13.166666666666666,131.2,127.0,0,1,0,18,1,0,1,17,1,1,6,6,6,6,1,1,9070,1.0,1.0,129.1,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,131.2,140.0,1,1,0,26,1,0,1,1,1,0,5,9,5,6,1,1,9130,0.0,0.0,135.6,26-30,Dropout
5,12.4,5,12.4,140.0,130.0,0,1,0,26,1,0,1,39,0,0,5,5,5,5,1,1,9991,1.0,1.0,135.0,26-30,Graduate
2,10.5,0,6.874999999999999,121.5,130.0,0,0,0,26,1,0,1,39,1,0,5,5,5,9,1,2,9147,0.4,0.0,125.75,26-30,Dropout
0,7.399999999999999,0,6.874999999999999,153.5,102.5,0,0,1,31,1,0,1,39,0,0,5,9,5,6,1,1,9991,0.0,0.0,128.0,30+,Dropout
10,14.583333333333334,11,14.333333333333334,142.2,139.0,1,1,0,20,1,0,1,1,1,1,10,12,10,14,1,3,8378,1.0,1.1,140.6,17-20,Graduate
6,11.666666666666666,3,12.666666666666666,131.1,150.0,0,1,0,19,1,0,1,1,1,1,6,6,6,10,1,1,9773,1.0,0.5,140.55,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,130.6,133.1,0,0,1,23,1,0,1,17,1,1,5,5,5,5,1,1,9670,0.0,0.0,131.85,21-25,Dropout
1,13.0,0,6.874999999999999,115.0,119.0,1,1,0,20,1,0,1,1,1,1,7,14,7,15,1,3,9500,0.1428571428571428,0.0,117.0,17-20,Dropout
7,15.66,9,15.011111111111113,125.0,162.5,0,1,0,20,1,0,1,51,1,0,7,7,10,11,1,1,9500,1.0,0.9,143.75,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,97.5,133.1,0,1,0,29,1,0,1,39,0,1,6,10,5,10,1,1,8378,0.0,0.0,115.3,26-30,Dropout
6,12.166666666666666,4,12.75,134.4,133.0,1,1,0,20,1,0,1,1,1,1,6,6,6,8,1,3,9773,1.0,0.6666666666666666,133.7,17-20,Graduate
6,13.3,6,13.3,118.8,125.0,0,1,0,24,1,0,1,1,1,0,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,121.9,21-25,Graduate
0,7.399999999999999,0,6.874999999999999,110.5,133.1,0,1,0,34,1,0,19,39,1,0,7,15,7,13,1,1,9556,0.0,0.0,121.8,30+,Dropout
0,7.399999999999999,0,6.874999999999999,123.3,143.0,0,1,0,18,1,0,1,1,1,1,7,0,8,0,1,3,9500,0.0,0.0,133.15,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,139.6,127.0,1,0,1,18,1,0,1,1,1,1,2,0,2,0,1,2,8378,0.0,0.0,133.3,17-20,Dropout
7,13.55714285714286,7,13.55714285714286,138.8,157.0,0,1,0,18,1,0,1,17,1,0,8,8,8,8,1,1,9500,0.875,0.875,147.9,17-20,Graduate
5,14.333333333333334,6,14.636363636363637,160.0,160.0,0,1,1,34,1,0,39,44,1,0,7,15,6,16,2,1,9119,0.7142857142857143,1.0,160.0,30+,Enrolled
4,12.0,3,10.333333333333334,140.0,140.0,0,1,0,34,1,0,1,39,1,0,6,16,6,11,1,1,9003,0.6666666666666666,0.5,140.0,30+,Dropout
0,7.399999999999999,0,6.874999999999999,118.2,128.0,0,1,0,19,0,0,1,17,1,0,5,5,6,0,1,1,9254,0.0,0.0,123.1,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,150.6,145.0,0,1,0,18,1,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,147.8,17-20,Graduate
4,11.75,3,11.725,115.2,133.1,0,1,0,34,0,0,1,39,1,0,7,11,7,14,2,1,9500,0.5714285714285714,0.4285714285714285,124.15,30+,Enrolled
6,12.183333333333332,6,12.183333333333332,126.0,132.0,0,1,0,19,0,0,1,1,1,1,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,129.0,17-20,Graduate
6,11.833333333333334,4,11.0,160.0,160.0,0,0,0,30,1,0,39,44,1,1,9,16,8,16,1,1,9003,0.6666666666666666,0.5,160.0,26-30,Dropout
0,7.399999999999999,0,6.874999999999999,160.0,160.0,0,0,1,34,1,0,1,43,1,0,4,4,4,4,2,1,9773,0.0,0.0,160.0,30+,Dropout
6,15.0,5,14.333333333333334,160.15000000000003,162.5,0,1,0,18,0,1,1,10,1,0,6,8,6,10,1,1,9085,1.0,0.8333333333333334,161.32500000000002,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,156.0,149.0,0,1,0,18,0,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,152.5,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,150.2,146.0,0,1,0,18,0,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,148.1,17-20,Graduate
8,13.435,8,13.435,126.3,139.0,1,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,132.65,17-20,Graduate
4,13.5,0,6.874999999999999,146.1,152.0,0,1,0,18,0,0,1,1,1,1,5,8,5,9,1,1,9130,0.8,0.0,149.05,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,145.3,147.0,0,1,0,18,0,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,146.15,17-20,Enrolled
10,11.5,12,12.176470588235292,116.8,121.0,0,1,0,23,0,0,1,18,1,1,10,16,10,16,1,1,8378,1.0,1.2,118.9,21-25,Graduate
2,10.5,3,11.0,132.1,124.0,0,1,0,19,0,0,1,1,1,1,6,10,6,6,1,1,9070,0.3333333333333333,0.5,128.05,17-20,Enrolled
4,12.0,2,11.5,102.6,105.0,0,1,0,21,0,0,1,1,1,0,6,13,6,16,1,1,9085,0.6666666666666666,0.3333333333333333,103.8,21-25,Enrolled
5,12.2,4,11.5,112.3,121.0,0,0,1,18,0,0,1,1,1,1,6,7,6,11,1,1,9773,0.8333333333333334,0.6666666666666666,116.65,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,155.3,143.0,0,1,0,18,0,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,149.15,17-20,Graduate
10,14.5,8,14.0,153.8,150.0,0,1,0,21,0,0,42,53,1,1,10,15,9,15,1,1,9085,1.0,0.8888888888888888,151.9,21-25,Graduate
6,13.333333333333334,6,12.666666666666666,110.0,126.0,0,1,1,20,0,0,1,43,1,0,6,7,6,8,1,1,9773,1.0,1.0,118.0,17-20,Graduate
9,12.0,9,12.555555555555555,128.2,133.1,0,1,0,24,0,0,1,42,1,0,10,16,10,16,1,1,9085,0.9,0.9,130.64999999999998,21-25,Graduate
